L_DeepFemoral Dose (GY),L_DeepFemoral Value (% of 6257.420 cc),R_AnteriorTib Dose (GY),R_AnteriorTib Value (% of 1757.430 cc),Pancreas Dose (GY),Pancreas Value (% of 130.338 cc),S_int Dose (GY),S_int Value (% of 1243.680 cc),R_InterIliac Dose (GY),R_InterIliac Value (% of 2573.600 cc),L_kidney Dose (GY),L_kidney Value (% of 157.826 cc),L_InterIliac Dose (GY),L_InterIliac Value (% of 2379.790 cc),L_Arm Region Dose (GY),L_Arm Region Value (% of 1130.360 cc),Stomach Dose (GY),Stomach Value (% of 282.378 cc),Lung_L Dose (GY),Lung_L Value (% of 1465.720 cc),Spleen Dose (GY),Spleen Value (% of 154.925 cc),R_DeepFemoral Dose (GY),R_DeepFemoral Value (% of 6326.200 cc),L_PostTib Dose (GY),L_PostTib Value (% of 1849.890 cc),Liver Dose (GY),Liver Value (% of 1799.800 cc),L_int Dose (GY),L_int Value (% of 832.318 cc),R_PostTib Dose (GY),R_PostTib Value (% of 1682.120 cc),L_heart Dose (GY),L_heart Value (% of 165.893 cc),L_AnteriorTib Dose (GY),L_AnteriorTib Value (% of 1738.620 cc),Brain Dose (GY),Brain Value (% of 1283.830 cc),R_Arm Region Dose (GY),R_Arm Region Value (% of 1075.460 cc),R_Heart Dose (GY),R_Heart Value (% of 148.363 cc),Lung_R Dose (GY),Lung_R Value (% of 1467.440 cc),R_Kidney Dose (GY),R_Kidney Value (% of 154.739 cc),
33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,33.500000,0.000000,
33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,33.700000,0.000000,
33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,33.900000,0.000000,
34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,34.100000,0.000000,
34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,34.300000,0.000000,
34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,34.500000,0.000000,
34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,34.700000,0.000000,
34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,34.900000,0.000000,
35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,35.100000,0.000000,
35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,35.300000,0.000000,
35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,35.500000,0.000000,
35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,35.700000,0.000000,
35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,35.900000,0.000000,
36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,36.100000,0.000000,
36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,36.300000,0.000000,
36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,36.500000,0.000000,
36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,36.700000,0.000000,
36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,36.900000,0.000000,
37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,37.100000,0.000000,
37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,37.300000,0.000000,
37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,37.500000,0.000000,
37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,37.700000,0.000000,
37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,37.900000,0.000000,
38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,38.100000,0.000000,
38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,38.300000,0.000000,
38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,0.000000,
38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,38.700000,0.000000,
38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,38.900000,0.000000,
39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,39.100000,0.000000,
39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,39.300000,0.000000,
39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,39.500000,0.000000,
39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,39.700000,0.000000,
39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,39.900000,0.000000,
40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,40.100000,0.000000,
40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,40.300000,0.000000,
40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,40.500000,0.000000,
40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,40.700000,0.000000,
40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,40.900000,0.000000,
41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,41.100000,0.000000,
41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,41.300000,0.000000,
41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,41.500000,0.000000,
41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,41.700000,0.000000,
41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,41.900000,0.000000,
42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,42.100000,0.000000,
42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,42.300000,0.000000,
42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,42.500000,0.000000,
42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,42.700000,0.000000,
42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,42.900000,0.000000,
43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,43.100000,0.000000,
43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,43.300000,0.000000,
43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,43.500000,0.000000,
